"Method","tau","n","p","seed","num_bin","beta0","beta1","beta2","time"
"Average of linear quantiles",0.9,10000,2,399,NA,3.05665836287392,-3.27422257546172,-2.05022627062053,0.401
"Average of linear quantiles",0.9,10000,2,4,NA,3.56301233837328,-1.01075028902966,-1.04057283990858,0.414000000000001
"Average of linear quantiles",0.9,10000,2,40,NA,2.14754254218775,1.25202665978036,-4.22096391780664,0.397
"Average of linear quantiles",0.9,10000,2,400,NA,1.91794420891307,-5.85106051604183,-3.18759903563981,0.423000000000002
"Average of linear quantiles",0.9,10000,2,401,NA,3.303784833852,-5.45555145004803,-1.55094510245417,0.433999999999997
"Average of linear quantiles",0.9,10000,2,402,NA,4.25369336627372,-4.6428861966427,-2.35410967778658,0.414000000000001
"Average of linear quantiles",0.9,10000,2,403,NA,1.86506406529327,0.43326413310366,0.284953178811108,0.464000000000002
"Average of linear quantiles",0.9,10000,2,404,NA,1.92497116847672,-2.41390910960235,-1.77655559269417,0.468
"Average of linear quantiles",0.9,10000,2,405,NA,1.38785826853521,-3.87636017387193,-1.50403294671858,0.441000000000001
"Average of linear quantiles",0.9,10000,2,406,NA,2.55751348816072,-2.97339269856452,-0.823605861068733,0.395
"Average of linear quantiles",0.9,10000,2,407,NA,2.19937673015099,-1.21714814720539,0.246307779455897,0.434999999999999
"Average of linear quantiles",0.9,10000,2,408,NA,4.92731492294469,-2.04139280410111,0.0327302287526003,0.407999999999999
"Average of linear quantiles",0.9,10000,2,409,NA,3.53074085114969,-5.04405806230174,-1.6432716275924,0.391
"Average of linear quantiles",0.9,10000,2,41,NA,2.68448148602864,-6.9994348149204,0.94918657818357,0.390000000000001
"Average of linear quantiles",0.9,10000,2,410,NA,1.57675690695968,-3.44646215335725,-3.58925732434123,0.455
"Average of linear quantiles",0.9,10000,2,411,NA,1.72192507817518,3.82454650632802,0.998859887718588,0.48
"Average of linear quantiles",0.9,10000,2,412,NA,2.74764635910405,-0.279734661614446,-1.1953228340582,0.567
"Average of linear quantiles",0.9,10000,2,413,NA,2.43629348831525,-4.81834429534771,-1.01446535565451,0.446
"Average of linear quantiles",0.9,10000,2,414,NA,3.76520119931953,-0.0819782066404522,0.914738863839453,0.449999999999999
"Average of linear quantiles",0.9,10000,2,415,NA,2.42549471428368,-2.31528742193791,-0.251888960047775,0.407
"Average of linear quantiles",0.9,10000,2,416,NA,3.47153931686231,-3.52098828454002,1.25510479663401,0.402000000000001
"Average of linear quantiles",0.9,10000,2,417,NA,2.29287916758913,0.169224095759743,-3.92924155630557,0.416
"Average of linear quantiles",0.9,10000,2,418,NA,3.07808749744,-0.837000355381904,-0.641660749815119,0.441999999999998
"Average of linear quantiles",0.9,10000,2,419,NA,1.88342079441291,-3.5331860661011,0.889640329205504,0.395000000000001
"Average of linear quantiles",0.9,10000,2,42,NA,4.66372025444717,0.570713216397214,-1.62545032179934,0.396000000000001
"Average of linear quantiles",0.9,10000,2,420,NA,4.39994798672436,-0.837381075641208,-2.84425373764789,0.411999999999999
"Average of linear quantiles",0.9,10000,2,421,NA,4.53575688632771,-3.69461913647953,-2.63563578137019,0.433
"Average of linear quantiles",0.9,10000,2,422,NA,3.32078171535185,-1.00873856291863,-1.69090271211445,0.446999999999999
"Average of linear quantiles",0.9,10000,2,423,NA,3.78205670414426,-1.87179732229243,-1.29627757816953,0.401
"Average of linear quantiles",0.9,10000,2,424,NA,3.86303603819544,-0.60228696901163,-3.62143462507523,0.438000000000001
"Average of linear quantiles",0.9,10000,2,425,NA,3.08112752585777,-3.19441986895478,-3.25860482025893,0.411
"Average of linear quantiles",0.9,10000,2,426,NA,2.07812343214565,-0.931307667921899,-1.45691144510264,0.422000000000001
"Average of linear quantiles",0.9,10000,2,427,NA,1.8677621731821,-1.40151282247788,-1.07563873035555,0.478000000000002
"Average of linear quantiles",0.9,10000,2,428,NA,2.10424279465291,-0.839173224005895,-0.19882593672062,0.409000000000002
"Average of linear quantiles",0.9,10000,2,429,NA,3.69019998875442,0.215497590467495,-0.549572164685893,0.484999999999999
"Average of linear quantiles",0.9,10000,2,43,NA,4.622019041087,-2.56237435446063,-3.33374913100245,0.409000000000002
"Average of linear quantiles",0.9,10000,2,430,NA,3.82029737328355,-4.60572750319415,-0.693640429499352,0.474
"Average of linear quantiles",0.9,10000,2,431,NA,4.03187261389452,-3.90848614939278,-3.22285491249993,0.388000000000002
"Average of linear quantiles",0.9,10000,2,432,NA,1.31492537411917,-4.59011938677119,-2.86451748387036,0.414
"Average of linear quantiles",0.9,10000,2,433,NA,2.20877717277383,-2.5025264432196,0.304227331725808,0.401
"Average of linear quantiles",0.9,10000,2,434,NA,2.12693733592113,-4.34467694906455,-1.69660247363219,0.432
"Average of linear quantiles",0.9,10000,2,435,NA,3.30224133723045,0.421193448053549,-2.31298568024381,0.399999999999999
"Average of linear quantiles",0.9,10000,2,436,NA,3.69507029050622,-1.16830318349059,-1.62287098070938,0.416
"Average of linear quantiles",0.9,10000,2,437,NA,3.82240220743611,0.247264431293823,-0.475968551216494,0.449
"Average of linear quantiles",0.9,10000,2,438,NA,1.32265701231919,0.77387424601801,-2.76706448074863,0.450999999999999
"Average of linear quantiles",0.9,10000,2,439,NA,3.55446813226339,-1.22985895430913,-2.30323288917369,0.399000000000001
"Average of linear quantiles",0.9,10000,2,44,NA,4.16639594681444,-4.16459349787201,-4.02784918171671,0.443999999999999
"Average of linear quantiles",0.9,10000,2,440,NA,2.5055883105636,-1.46780097086169,-0.80138554903563,0.524999999999999
"Average of linear quantiles",0.9,10000,2,441,NA,2.17041183384442,-4.20889211129366,3.04310878704685,0.448999999999998
"Average of linear quantiles",0.9,10000,2,442,NA,2.60738990396185,-1.40514003354213,-2.33099404361525,0.443000000000001
"Average of linear quantiles",0.9,10000,2,443,NA,2.53301797750579,-3.55412967308459,-5.16258914752185,0.401
"Average of linear quantiles",0.9,10000,2,444,NA,3.25377412926328,-4.51788415633967,-0.656077709853538,0.356
"Average of linear quantiles",0.9,10000,2,445,NA,3.12398817301332,-0.663059672964837,-0.980711405718824,0.392999999999999
"Average of linear quantiles",0.9,10000,2,446,NA,2.36937180768346,-3.93034801933679,-1.90523337317582,0.398
"Average of linear quantiles",0.9,10000,2,447,NA,2.28489482524069,-1.48063371402966,-0.0478593180626694,0.382000000000001
"Average of linear quantiles",0.9,10000,2,448,NA,3.16166637016348,-1.88072815754144,-2.45034636800958,0.464000000000002
"Average of linear quantiles",0.9,10000,2,449,NA,2.48351281338022,2.18969698302288,-2.44187437628844,0.453000000000003
"Average of linear quantiles",0.9,10000,2,45,NA,3.14272074173008,-2.18308068298966,-4.07406593027751,0.391
"Average of linear quantiles",0.9,10000,2,450,NA,5.28836024639515,-3.74057555886265,-2.38468415415969,0.497
"Average of linear quantiles",0.9,10000,2,451,NA,2.90086108342742,0.237014963877477,-1.24712211883685,0.441999999999998
"Average of linear quantiles",0.9,10000,2,452,NA,2.53418095122807,-0.212319408619148,-2.80938435627645,0.442
"Average of linear quantiles",0.9,10000,2,453,NA,3.64889842145551,-2.41119892559094,-0.802506531571833,0.447999999999999
"Average of linear quantiles",0.9,10000,2,454,NA,3.54679294892039,-3.65799440954074,-1.6170108824299,0.443
"Average of linear quantiles",0.9,10000,2,455,NA,2.40034776521327,-2.81210586880103,-4.22140415128372,0.467000000000002
"Average of linear quantiles",0.9,10000,2,456,NA,2.39522680368633,-5.19516896717114,-1.43138322680735,0.442999999999998
"Average of linear quantiles",0.9,10000,2,457,NA,3.426865081468,-0.0691628400528632,-2.29958520541547,0.414000000000001
"Average of linear quantiles",0.9,10000,2,458,NA,4.01061028725568,-3.03257709405467,-3.02250425217323,0.422999999999998
"Average of linear quantiles",0.9,10000,2,459,NA,3.14189293090936,-3.0076915659011,-1.95734288181317,0.440999999999999
"Average of linear quantiles",0.9,10000,2,46,NA,2.64709353736804,1.15686240528069,-2.31156696438779,0.430000000000001
"Average of linear quantiles",0.9,10000,2,460,NA,3.58417321671329,-1.16573609037683,-4.78402162638659,0.43
"Average of linear quantiles",0.9,10000,2,461,NA,2.61922911600698,0.36933118682636,-1.07965756234295,0.430999999999999
"Average of linear quantiles",0.9,10000,2,462,NA,3.63721941876672,-3.74225492768184,-2.04753949507309,0.404
"Average of linear quantiles",0.9,10000,2,463,NA,1.78348057571476,-2.7319936853853,-1.36090786439648,0.417
"Average of linear quantiles",0.9,10000,2,464,NA,2.81605559253683,-0.273784114782345,-2.67980194459005,0.414
"Average of linear quantiles",0.9,10000,2,465,NA,1.77396571914647,-3.76416523225635,-0.598335669822409,0.395
"Average of linear quantiles",0.9,10000,2,466,NA,4.70381888797098,-4.07486020338104,-1.21562839269471,0.44
"Average of linear quantiles",0.9,10000,2,467,NA,3.94368246164334,-2.4591806451469,-1.42494782893078,0.461
"Average of linear quantiles",0.9,10000,2,468,NA,1.39136962582572,-1.01103769295084,-0.781485932114093,0.42
"Average of linear quantiles",0.9,10000,2,469,NA,2.36474453106893,-0.808552597807533,-0.00554712896654985,0.456
"Average of linear quantiles",0.9,10000,2,47,NA,4.51171416917818,1.24348406152483,-1.33462821596413,0.409000000000002
"Average of linear quantiles",0.9,10000,2,470,NA,2.68877217123071,1.04626724829917,-1.67587106699245,0.401
"Average of linear quantiles",0.9,10000,2,471,NA,2.724171025075,-2.71548473858303,-0.877874271249973,0.458000000000002
"Average of linear quantiles",0.9,10000,2,472,NA,4.18968412316322,-3.64766274967176,0.454274083154123,0.43
"Average of linear quantiles",0.9,10000,2,473,NA,3.40497220207126,-3.00711807336969,-4.59219039533582,0.431999999999999
"Average of linear quantiles",0.9,10000,2,474,NA,1.66003825899436,-2.21625941532142,0.706012700080441,0.412000000000001
"Average of linear quantiles",0.9,10000,2,475,NA,3.64502155228184,0.634588228044586,-5.47183152452928,0.438000000000001
"Average of linear quantiles",0.9,10000,2,476,NA,3.83219785219423,0.747963699990716,-1.95158928543103,0.457000000000001
"Average of linear quantiles",0.9,10000,2,477,NA,2.27978730830669,3.00874838643499,-1.89457986441704,0.448
"Average of linear quantiles",0.9,10000,2,478,NA,2.30344626803349,1.57870068397949,-3.04092779150183,0.386000000000001
"Average of linear quantiles",0.9,10000,2,479,NA,3.61618463564319,-1.96237901235946,-3.19776136993544,0.393000000000001
"Average of linear quantiles",0.9,10000,2,48,NA,3.3979082697274,-5.14403709662113,-1.69721865883937,0.391999999999999
"Average of linear quantiles",0.9,10000,2,480,NA,3.11080330151652,-1.22274985775389,-4.21473280157376,0.404999999999999
"Average of linear quantiles",0.9,10000,2,481,NA,2.71613515555643,-4.75187273692973,-2.54382145709121,0.434000000000001
"Average of linear quantiles",0.9,10000,2,482,NA,4.64551917549625,0.661033601919064,-3.12423115392027,0.429000000000002
"Average of linear quantiles",0.9,10000,2,483,NA,5.95729162779326,-3.9296370914786,-1.75586009960575,0.466999999999999
"Average of linear quantiles",0.9,10000,2,484,NA,2.92205645801647,-3.14441493652194,-2.7687431819815,0.450000000000001
"Average of linear quantiles",0.9,10000,2,485,NA,4.49629517477312,3.61320690536612,-1.37764325638645,0.481
"Average of linear quantiles",0.9,10000,2,486,NA,3.42752801010081,-2.63745070021204,-3.34976259743825,0.423
"Average of linear quantiles",0.9,10000,2,487,NA,4.29790148166289,-4.88534014343208,-0.986152517119986,0.398
"Average of linear quantiles",0.9,10000,2,488,NA,3.15308349533553,0.0988023609509621,0.210126285118326,0.461
"Average of linear quantiles",0.9,10000,2,489,NA,0.419010579943324,-2.2692466502309,0.766205643621891,0.419
"Average of linear quantiles",0.9,10000,2,49,NA,3.01722768607144,-2.3705566764755,-2.80872900976801,0.455
"Average of linear quantiles",0.9,10000,2,490,NA,4.25957989223236,-5.17797271436183,-0.668180121330593,0.394
"Average of linear quantiles",0.9,10000,2,491,NA,4.02289303192939,1.63772282489984,0.86436838534686,0.41
"Average of linear quantiles",0.9,10000,2,492,NA,3.25476630047564,0.472935364286117,-0.657374265196125,0.433999999999999
"Average of linear quantiles",0.9,10000,2,493,NA,2.81069834450213,0.548178409604918,-3.45619105837738,0.461
"Average of linear quantiles",0.9,10000,2,494,NA,2.25826329914591,-2.75661920449658,1.68801999624727,0.581999999999997
"Average of linear quantiles",0.9,10000,2,495,NA,3.75624495501484,-2.98080817038713,-3.14598419188997,0.414999999999999
"Average of linear quantiles",0.9,10000,2,496,NA,1.82903080650501,-3.22762994996508,-3.19387713564114,0.402999999999999
"Average of linear quantiles",0.9,10000,2,497,NA,3.50948899249853,-5.46351306218883,0.162024756555085,0.43
"Average of linear quantiles",0.9,10000,2,498,NA,4.2170764945713,-1.02788298162194,0.838870864504557,0.444000000000001
"Average of linear quantiles",0.9,10000,2,499,NA,3.44028286181915,-5.51927985178774,-1.029625895881,0.391999999999999
"Average of linear quantiles",0.9,10000,2,5,NA,4.32691600296267,0.945154010142813,-1.34575458510165,0.413999999999998
"Average of linear quantiles",0.9,10000,2,50,NA,2.42076165732979,-1.53608612022742,-2.52004075320973,0.427999999999999
"Average of linear quantiles",0.9,10000,2,500,NA,3.4379570922499,-0.995069704236451,-2.69450823633459,0.451000000000001
"Average of linear quantiles",0.9,10000,2,51,NA,2.38183071503483,-4.2488306395722,-0.385917985907164,0.444000000000001
"Average of linear quantiles",0.9,10000,2,52,NA,3.13924431511859,-1.00116957729416,-4.55809108658585,0.436999999999999
"Average of linear quantiles",0.9,10000,2,53,NA,1.68593573534926,-4.41822451184814,0.503147252581174,0.459999999999999
"Average of linear quantiles",0.9,10000,2,54,NA,1.85852976405683,-5.07570451735701,-0.20364256794572,0.365
"Average of linear quantiles",0.9,10000,2,55,NA,3.35842233609473,-3.99985744883002,-2.77949544212481,0.521999999999998
"Average of linear quantiles",0.9,10000,2,56,NA,2.93181409045178,0.225546411391762,-0.119519953396306,0.418999999999999
"Average of linear quantiles",0.9,10000,2,57,NA,3.09513854841894,-3.43844155751487,0.106420009052377,0.481999999999999
"Average of linear quantiles",0.9,10000,2,58,NA,3.51595604826313,-0.242915026025671,-0.0957579277339868,0.423999999999999
"Average of linear quantiles",0.9,10000,2,59,NA,3.27620515657294,-1.29405709078107,1.57558826085754,0.388999999999999
"Average of linear quantiles",0.9,10000,2,6,NA,2.56531237252843,0.627701351371746,-2.92030795374358,0.422000000000001
"Average of linear quantiles",0.9,10000,2,60,NA,3.15660963610119,0.0968411994481846,-3.36844702887245,0.397
"Average of linear quantiles",0.9,10000,2,61,NA,2.45687549601127,-0.15274377213581,-1.4091620822724,0.423999999999999
"Average of linear quantiles",0.9,10000,2,62,NA,2.25067085132406,0.121553030024798,-0.753908969019171,0.411
"Average of linear quantiles",0.9,10000,2,63,NA,2.56927749804636,-2.08236946326612,-2.50383812176955,0.433999999999999
"Average of linear quantiles",0.9,10000,2,64,NA,1.3521185090948,-0.746526976628782,-0.155762777742824,0.462
"Average of linear quantiles",0.9,10000,2,65,NA,2.15200332506324,-5.12956254545273,-0.684140954720288,0.385999999999999
"Average of linear quantiles",0.9,10000,2,66,NA,2.96957212889241,-4.78192190996425,-1.6608027340295,0.369
"Average of linear quantiles",0.9,10000,2,67,NA,4.48612964246067,-0.660137526683625,-2.05489846576904,0.422000000000001
"Average of linear quantiles",0.9,10000,2,68,NA,2.71674895692202,-2.93676521106735,-5.53453476832422,0.426000000000002
"Average of linear quantiles",0.9,10000,2,69,NA,4.93965370971018,-3.55251737991196,0.362917193439869,0.398
"Average of linear quantiles",0.9,10000,2,7,NA,2.81508946418427,-1.8615356470882,0.428051103640295,0.429000000000002
"Average of linear quantiles",0.9,10000,2,70,NA,3.03242642836678,-1.38165025606574,0.699609420121311,0.420000000000002
"Average of linear quantiles",0.9,10000,2,71,NA,4.02353655632911,-0.625830981223511,-3.93800113401009,0.454000000000001
"Average of linear quantiles",0.9,10000,2,72,NA,3.32729325760113,-1.81837899852161,-0.919470731095769,0.417999999999999
"Average of linear quantiles",0.9,10000,2,73,NA,3.19467366877201,-2.13966556373188,-1.59455163612761,0.392000000000001
"Average of linear quantiles",0.9,10000,2,74,NA,2.77397297649977,-3.82051983125625,-0.497853980878705,0.440999999999999
"Average of linear quantiles",0.9,10000,2,75,NA,4.10170703171385,-0.856358705700657,-1.92654203159629,0.404
"Average of linear quantiles",0.9,10000,2,76,NA,1.82759593688242,0.445068655865543,1.35118342394527,0.465999999999999
"Average of linear quantiles",0.9,10000,2,77,NA,2.41504017082705,-0.00657144697336398,-1.254609231339,0.432
"Average of linear quantiles",0.9,10000,2,78,NA,2.98684299374652,-7.95394646159737,-1.79892164800548,0.391
"Average of linear quantiles",0.9,10000,2,79,NA,1.53773123177524,-1.21677151267274,-2.05638401362185,0.48
"Average of linear quantiles",0.9,10000,2,8,NA,2.73075939805492,1.79534975823789,-1.60853030634566,0.447999999999997
"Average of linear quantiles",0.9,10000,2,80,NA,4.73739608533815,2.17525535835775,-0.53954862797955,0.456000000000003
"Average of linear quantiles",0.9,10000,2,81,NA,2.19594643411296,-2.76909282724665,-1.04660201557727,0.397000000000002
"Average of linear quantiles",0.9,10000,2,82,NA,2.68631724446678,1.72314979797534,1.01727196562708,0.399999999999999
"Average of linear quantiles",0.9,10000,2,83,NA,2.03709222022684,-0.614408916965073,-2.38579434432902,0.462
"Average of linear quantiles",0.9,10000,2,84,NA,2.62948017541694,-1.77517931433053,-1.10175940812774,0.472999999999999
"Average of linear quantiles",0.9,10000,2,85,NA,2.47715810614802,3.39532100587033,-3.39577603254811,0.418000000000001
"Average of linear quantiles",0.9,10000,2,86,NA,3.07649488802026,0.462745844864864,3.15251915034832,0.437000000000001
"Average of linear quantiles",0.9,10000,2,87,NA,1.78166971336103,-0.217590253247194,0.909898927159102,0.402999999999999
"Average of linear quantiles",0.9,10000,2,88,NA,2.0911065872564,-4.46944027833348,-1.95313200260841,0.422000000000001
"Average of linear quantiles",0.9,10000,2,89,NA,3.76884878971271,-3.10412231219367,-3.43931148346573,0.457999999999998
"Average of linear quantiles",0.9,10000,2,9,NA,5.10002795631503,-1.90029999584538,-1.93393501344662,0.468999999999998
"Average of linear quantiles",0.9,10000,2,90,NA,3.00188442967472,-2.05715340877037,-1.04324609498873,0.436
"Average of linear quantiles",0.9,10000,2,91,NA,3.40285761719643,-2.63562918382727,-3.32410603126361,0.422999999999998
"Average of linear quantiles",0.9,10000,2,92,NA,2.78282505172564,-0.54185497331415,1.61211083010416,0.435000000000002
"Average of linear quantiles",0.9,10000,2,93,NA,3.72674873230998,1.11822546449847,-1.43759778872687,0.417
"Average of linear quantiles",0.9,10000,2,94,NA,4.49449561559181,2.54577606369223,-4.24692180148555,0.408999999999999
"Average of linear quantiles",0.9,10000,2,95,NA,2.23470928010086,-1.46122147033022,0.656379891895869,0.440999999999999
"Average of linear quantiles",0.9,10000,2,96,NA,2.35621039833243,-1.94006534892581,0.969182563172581,0.475999999999999
"Average of linear quantiles",0.9,10000,2,97,NA,4.0114287015313,-5.47935739905507,-1.00470533566619,0.401
"Average of linear quantiles",0.9,10000,2,98,NA,2.64152674921199,0.303203535476988,-0.398000397256726,0.425000000000001
"Average of linear quantiles",0.9,10000,2,99,NA,2.99979741672811,-0.981073126213342,1.44933310216704,0.484999999999999
